lemma,form,paradigm_slot,form_freq,lemma_freq,phonemic_form,Fold,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10
tarkoittaa,tarkoittaisimme,V;ACT;PRS;POS;COND;1;PL,0.0,3.506451612903225e-05,t ɑ r k o i̯ tː ɑ i̯ s i mː eˣ,4,V,ACT,PRS,POS,COND,1,PL,,,
tarkoittaa,emme tarkoittaisi,V;ACT;PRS;NEG;COND;1;PL,0.0,3.506451612903225e-05,e mː eˣ t ɑ r k o i̯ tː ɑ i̯ s i,3,V,ACT,PRS,NEG,COND,1,PL,,,
tarkoittaa,olisimme tarkoittaneet,V;ACT;PRS;PRF;POS;COND;1;PL,0.0,3.506451612903225e-05,o l i s i mː eˣ t ɑ r k o i̯ tː ɑ n eː t,0,V,ACT,PRS,PRF,POS,COND,1,PL,,
tarkoittaa,emme olisi tarkoittaneet,V;ACT;PRS;PRF;NEG;COND;1;PL,0.0,3.506451612903225e-05,e mː e o l i s i t ɑ r k o i̯ tː ɑ n eː t,0,V,ACT,PRS,PRF,NEG,COND,1,PL,,
tarkoittaa,tarkoittaisitte,V;ACT;PRS;POS;COND;2;PL,0.0,3.506451612903225e-05,t ɑ r k o i̯ tː ɑ i̯ s i tː eˣ,4,V,ACT,PRS,POS,COND,2,PL,,,
tarkoittaa,ette tarkoittaisi,V;ACT;PRS;NEG;COND;2;PL,0.0,3.506451612903225e-05,e tː e t ɑ r k o i̯ tː ɑ i̯ s i,4,V,ACT,PRS,NEG,COND,2,PL,,,
tarkoittaa,olisitte tarkoittaneet,V;ACT;PRS;PRF;POS;COND;2;PL,0.0,3.506451612903225e-05,o l i s i tː eˣ t ɑ r k o i̯ tː ɑ n eː t,1,V,ACT,PRS,PRF,POS,COND,2,PL,,
tarkoittaa,ette olisi tarkoittaneet,V;ACT;PRS;PRF;NEG;COND;2;PL,0.0,3.506451612903225e-05,e tː e o l i s i t ɑ r k o i̯ tː ɑ n eː t,3,V,ACT,PRS,PRF,NEG,COND,2,PL,,
tarkoittaa,tarkoittaisivat,V;ACT;PRS;POS;COND;3;PL,6e-06,3.506451612903225e-05,t ɑ r k o i̯ tː ɑ i̯ s i ʋ ɑ t,1,V,ACT,PRS,POS,COND,3,PL,,,
tarkoittaa,eivät tarkoittaisi,V;ACT;PRS;NEG;COND;3;PL,0.0,3.506451612903225e-05,e i̯ ʋ æ t t ɑ r k o i̯ tː ɑ i̯ s i,4,V,ACT,PRS,NEG,COND,3,PL,,,
tarkoittaa,olisivat tarkoittaneet,V;ACT;PRS;PRF;POS;COND;3;PL,0.0,3.506451612903225e-05,o l i s i ʋ ɑ t t ɑ r k o i̯ tː ɑ n eː t,3,V,ACT,PRS,PRF,POS,COND,3,PL,,
tarkoittaa,eivät olisi tarkoittaneet,V;ACT;PRS;PRF;NEG;COND;3;PL,0.0,3.506451612903225e-05,e i̯ ʋ æ t o l i s i t ɑ r k o i̯ tː ɑ n eː t,4,V,ACT,PRS,PRF,NEG,COND,3,PL,,
tarkoittaa,tarkoitettaisiin,V;PASS;PRS;POS;COND,2e-06,3.506451612903225e-05,t ɑ r k o i̯ t e tː ɑ i̯ s iː n,0,V,PASS,PRS,POS,COND,,,,,
tarkoittaa,ei tarkoitettaisi,V;PASS;PRS;NEG;COND,0.0,3.506451612903225e-05,e i̯ t ɑ r k o i̯ t e tː ɑ i̯ s i,0,V,PASS,PRS,NEG,COND,,,,,
tarkoittaa,olisi tarkoitettu,V;PASS;PRS;PRF;POS;COND,0.0,3.506451612903225e-05,o l i s i,4,V,PASS,PRS,PRF,POS,COND,,,,
tarkoittaa,ei olisi tarkoitettu,V;PASS;PRS;PRF;NEG;COND,0.0,3.506451612903225e-05,e i̯ o l i s i t ɑ r k o i̯ t e tː uˣ,1,V,PASS,PRS,PRF,NEG,COND,,,,
tarkoittaa,tarkoita,V;ACT;PRS;POS;IMP;2;SG,0.000274,3.506451612903225e-05,t ɑ r k o i̯ t ɑˣ,2,V,ACT,PRS,POS,IMP,2,SG,,,
tarkoittaa,älä tarkoita,V;ACT;PRS;NEG;IMP;2;SG,0.0,3.506451612903225e-05,æ l æ t ɑ r k o i̯ t ɑˣ,1,V,ACT,PRS,NEG,IMP,2,SG,,,
tarkoittaa,ole tarkoittanut,V;ACT;PRS;PRF;POS;IMP;2;SG,0.0,3.506451612903225e-05,o l eˣ t ɑ r k o i̯ tː ɑ n u t,1,V,ACT,PRS,PRF,POS,IMP,2,SG,,
tarkoittaa,älä ole tarkoittanut,V;ACT;PRS;PRF;NEG;IMP;2;SG,0.0,3.506451612903225e-05,æ l æ o l eˣ t ɑ r k o i̯ tː ɑ n u t,3,V,ACT,PRS,PRF,NEG,IMP,2,SG,,
tarkoittaa,tarkoittakoon,V;ACT;PRS;POS;IMP;3;SG,0.0,3.506451612903225e-05,t ɑ r k o i̯ tː ɑ k oː n,2,V,ACT,PRS,POS,IMP,3,SG,,,
tarkoittaa,älköön tarkoittako,V;ACT;PRS;NEG;IMP;3;SG,0.0,3.506451612903225e-05,æ l k øː n t ɑ r k o i̯ tː ɑ k o,1,V,ACT,PRS,NEG,IMP,3,SG,,,
tarkoittaa,olkoon tarkoittanut,V;ACT;PRS;PRF;POS;IMP;3;SG,0.0,3.506451612903225e-05,o l k oː n t ɑ r k o i̯ tː ɑ n u t,1,V,ACT,PRS,PRF,POS,IMP,3,SG,,
tarkoittaa,älköön olko tarkoittanut,V;ACT;PRS;PRF;NEG;IMP;3;SG,0.0,3.506451612903225e-05,æ l k øː n o l k o t ɑ r k o i̯ tː ɑ n u t,2,V,ACT,PRS,PRF,NEG,IMP,3,SG,,
tarkoittaa,tarkoittakaamme,V;ACT;PRS;POS;IMP;1;PL,0.0,3.506451612903225e-05,t ɑ r k o i̯ tː ɑ k ɑː mː eˣ,2,V,ACT,PRS,POS,IMP,1,PL,,,
tarkoittaa,älkäämme tarkoittako,V;ACT;PRS;NEG;IMP;1;PL,0.0,3.506451612903225e-05,æ l k æː mː eˣ t ɑ r k o i̯ tː ɑ k o,4,V,ACT,PRS,NEG,IMP,1,PL,,,
tarkoittaa,olkaamme tarkoittaneet,V;ACT;PRS;PRF;POS;IMP;1;PL,0.0,3.506451612903225e-05,o l k ɑː mː eˣ t ɑ r k o i̯ tː ɑ n eː t,0,V,ACT,PRS,PRF,POS,IMP,1,PL,,
tarkoittaa,älkäämme olko tarkoittaneet,V;ACT;PRS;PRF;NEG;IMP;1;PL,0.0,3.506451612903225e-05,æ l k æː mː eˣ o l k o t ɑ r k o i̯ tː ɑ n eː t,1,V,ACT,PRS,PRF,NEG,IMP,1,PL,,
tarkoittaa,tarkoittakaa,V;ACT;PRS;POS;IMP;2;PL,0.0,3.506451612903225e-05,t ɑ r k o i̯ tː ɑ k ɑːˣ,2,V,ACT,PRS,POS,IMP,2,PL,,,
tarkoittaa,älkää tarkoittako,V;ACT;PRS;NEG;IMP;2;PL,0.0,3.506451612903225e-05,æ l k æː t ɑ r k o i̯ tː ɑ k o,4,V,ACT,PRS,NEG,IMP,2,PL,,,
tarkoittaa,olkaa tarkoittaneet,V;ACT;PRS;PRF;POS;IMP;2;PL,0.0,3.506451612903225e-05,o l k ɑː t ɑ r k o i̯ tː ɑ n eː t,0,V,ACT,PRS,PRF,POS,IMP,2,PL,,
tarkoittaa,älkää olko tarkoittaneet,V;ACT;PRS;PRF;NEG;IMP;2;PL,0.0,3.506451612903225e-05,æ l k æː o l k o t ɑ r k o i̯ tː ɑ n eː t,2,V,ACT,PRS,PRF,NEG,IMP,2,PL,,
tarkoittaa,tarkoittakoot,V;ACT;PRS;POS;IMP;3;PL,0.0,3.506451612903225e-05,t ɑ r k o i̯ tː ɑ k oː t,3,V,ACT,PRS,POS,IMP,3,PL,,,
tarkoittaa,älkööt tarkoittako,V;ACT;PRS;NEG;IMP;3;PL,0.0,3.506451612903225e-05,æ l k øː t t ɑ r k o i̯ tː ɑ k o,2,V,ACT,PRS,NEG,IMP,3,PL,,,
tarkoittaa,olkoot tarkoittaneet,V;ACT;PRS;PRF;POS;IMP;3;PL,0.0,3.506451612903225e-05,o l k oː t ɑ r k o i̯ tː ɑ n eː t,3,V,ACT,PRS,PRF,POS,IMP,3,PL,,
tarkoittaa,älkööt olko tarkoittaneet,V;ACT;PRS;PRF;NEG;IMP;3;PL,0.0,3.506451612903225e-05,æ l k øː t o l k o t ɑ r k o i̯ tː ɑ n eː t,4,V,ACT,PRS,PRF,NEG,IMP,3,PL,,
tarkoittaa,tarkoitettakoon,V;PASS;PRS;POS;IMP,0.0,3.506451612903225e-05,t ɑ r k o i̯ t e tː ɑ k oː n,2,V,PASS,PRS,POS,IMP,,,,,
tarkoittaa,älköön tarkoitettako,V;PASS;PRS;NEG;IMP,0.0,3.506451612903225e-05,æ l k øː n t ɑ r k o i̯ t e tː ɑ k o,0,V,PASS,PRS,NEG,IMP,,,,,
tarkoittaa,olkoon tarkoitettu,V;PASS;PRS;PRF;POS;IMP,0.0,3.506451612903225e-05,o l k oː n t ɑ r k o i̯ t e tː uˣ,3,V,PASS,PRS,PRF,POS,IMP,,,,
tarkoittaa,älköön olko tarkoitettu,V;PASS;PRS;PRF;NEG;IMP,0.0,3.506451612903225e-05,æ l k øː n o l k o t ɑ r k o i̯ t e tː uˣ,2,V,PASS,PRS,PRF,NEG,IMP,,,,
tarkoittaa,tarkoittanen,V;ACT;PRS;POS;POT;1;SG,0.0,3.506451612903225e-05,t ɑ r k o i̯ tː ɑ n e n,4,V,ACT,PRS,POS,POT,1,SG,,,
tarkoittaa,en tarkoittane,V;ACT;PRS;NEG;POT;1;SG,0.0,3.506451612903225e-05,e n,1,V,ACT,PRS,NEG,POT,1,SG,,,
tarkoittaa,lienen tarkoittanut,V;ACT;PRS;PRF;POS;POT;1;SG,0.0,3.506451612903225e-05,l i e̯ n e n t ɑ r k o i̯ tː ɑ n u t,3,V,ACT,PRS,PRF,POS,POT,1,SG,,
tarkoittaa,en liene tarkoittanut,V;ACT;PRS;PRF;NEG;POT;1;SG,0.0,3.506451612903225e-05,e n l i e̯ n eˣ t ɑ r k o i̯ tː ɑ n u t,4,V,ACT,PRS,PRF,NEG,POT,1,SG,,
tarkoittaa,tarkoittanet,V;ACT;PRS;POS;POT;2;SG,1e-06,3.506451612903225e-05,t ɑ r k o i̯ tː ɑ n e t,2,V,ACT,PRS,POS,POT,2,SG,,,
tarkoittaa,et tarkoittane,V;ACT;PRS;NEG;POT;2;SG,0.0,3.506451612903225e-05,e t ɑ r k o i̯ tː ɑ n eˣ,3,V,ACT,PRS,NEG,POT,2,SG,,,
tarkoittaa,lienet tarkoittanut,V;ACT;PRS;PRF;POS;POT;2;SG,0.0,3.506451612903225e-05,l i e̯ n e t t ɑ r k o i̯ tː ɑ n u t,1,V,ACT,PRS,PRF,POS,POT,2,SG,,
tarkoittaa,et liene tarkoittanut,V;ACT;PRS;PRF;NEG;POT;2;SG,0.0,3.506451612903225e-05,e t l i e̯ n eˣ t ɑ r k o i̯ tː ɑ n u t,4,V,ACT,PRS,PRF,NEG,POT,2,SG,,
tarkoittaa,tarkoittanee,V;ACT;PRS;POS;POT;3;SG,1.3e-05,3.506451612903225e-05,t ɑ r k o i̯ tː ɑ n eː,3,V,ACT,PRS,POS,POT,3,SG,,,
tarkoittaa,ei tarkoittane,V;ACT;PRS;NEG;POT;3;SG,0.0,3.506451612903225e-05,e i̯ t ɑ r k o i̯ tː ɑ n eˣ,2,V,ACT,PRS,NEG,POT,3,SG,,,
tarkoittaa,lienee tarkoittanut,V;ACT;PRS;PRF;POS;POT;3;SG,0.0,3.506451612903225e-05,l i e̯ n eː t ɑ r k o i̯ tː ɑ n u t,2,V,ACT,PRS,PRF,POS,POT,3,SG,,
tarkoittaa,ei liene tarkoittanut,V;ACT;PRS;PRF;NEG;POT;3;SG,0.0,3.506451612903225e-05,e i̯ l i e̯ n eˣ t ɑ r k o i̯ tː ɑ n u t,1,V,ACT,PRS,PRF,NEG,POT,3,SG,,
tarkoittaa,tarkoittanemme,V;ACT;PRS;POS;POT;1;PL,0.0,3.506451612903225e-05,t ɑ r k o i̯ tː ɑ n e mː e,1,V,ACT,PRS,POS,POT,1,PL,,,
tarkoittaa,emme tarkoittane,V;ACT;PRS;NEG;POT;1;PL,0.0,3.506451612903225e-05,e mː eˣ t ɑ r k o i̯ tː ɑ n eˣ,2,V,ACT,PRS,NEG,POT,1,PL,,,
tarkoittaa,lienemme tarkoittaneet,V;ACT;PRS;PRF;POS;POT;1;PL,0.0,3.506451612903225e-05,l i e̯ n e mː eˣ t ɑ r k o i̯ tː ɑ n eː t,4,V,ACT,PRS,PRF,POS,POT,1,PL,,
tarkoittaa,emme liene tarkoittaneet,V;ACT;PRS;PRF;NEG;POT;1;PL,0.0,3.506451612903225e-05,e mː eˣ l i e̯ n eˣ t ɑ r k o i̯ tː ɑ n eː t,2,V,ACT,PRS,PRF,NEG,POT,1,PL,,
tarkoittaa,tarkoittanette,V;ACT;PRS;POS;POT;2;PL,0.0,3.506451612903225e-05,t ɑ r k o i̯ tː ɑ n e tː e,3,V,ACT,PRS,POS,POT,2,PL,,,
tarkoittaa,ette tarkoittane,V;ACT;PRS;NEG;POT;2;PL,0.0,3.506451612903225e-05,e tː e t ɑ r k o i̯ tː ɑ n eˣ,3,V,ACT,PRS,NEG,POT,2,PL,,,
tarkoittaa,lienette tarkoittaneet,V;ACT;PRS;PRF;POS;POT;2;PL,0.0,3.506451612903225e-05,l i e̯ n e tː e t ɑ r k o i̯ tː ɑ n eː t,1,V,ACT,PRS,PRF,POS,POT,2,PL,,
tarkoittaa,ette liene tarkoittaneet,V;ACT;PRS;PRF;NEG;POT;2;PL,0.0,3.506451612903225e-05,e tː e l i e̯ n eˣ t ɑ r k o i̯ tː ɑ n eː t,3,V,ACT,PRS,PRF,NEG,POT,2,PL,,
tarkoittaa,tarkoittanevat,V;ACT;PRS;POS;POT;3;PL,2e-06,3.506451612903225e-05,t ɑ r k o i̯ tː ɑ n e ʋ ɑ t,1,V,ACT,PRS,POS,POT,3,PL,,,
tarkoittaa,eivät tarkoittane,V;ACT;PRS;NEG;POT;3;PL,0.0,3.506451612903225e-05,e i̯ ʋ æ t t ɑ r k o i̯ tː ɑ n eˣ,0,V,ACT,PRS,NEG,POT,3,PL,,,
tarkoittaa,lienevät tarkoittaneet,V;ACT;PRS;PRF;POS;POT;3;PL,0.0,3.506451612903225e-05,l i e̯ n e ʋ æ t t ɑ r k o i̯ tː ɑ n eː t,1,V,ACT,PRS,PRF,POS,POT,3,PL,,
tarkoittaa,eivät liene tarkoittaneet,V;ACT;PRS;PRF;NEG;POT;3;PL,0.0,3.506451612903225e-05,e i̯ ʋ æ t l i e̯ n eˣ t ɑ r k o i̯ tː ɑ n eː t,1,V,ACT,PRS,PRF,NEG,POT,3,PL,,
tarkoittaa,tarkoitettaneen,V;PASS;PRS;POS;POT,6e-06,3.506451612903225e-05,t ɑ r k o i̯ t e tː ɑ n eː n,1,V,PASS,PRS,POS,POT,,,,,
tarkoittaa,ei tarkoitettane,V;PASS;PRS;NEG;POT,0.0,3.506451612903225e-05,e i̯ t ɑ r k o i̯ t e tː ɑ n eˣ,1,V,PASS,PRS,NEG,POT,,,,,
tarkoittaa,lienee tarkoitettu,V;PASS;PRS;PRF;POS;POT,0.0,3.506451612903225e-05,l i e̯ n eː,1,V,PASS,PRS,PRF,POS,POT,,,,
tarkoittaa,ei liene tarkoitettu,V;PASS;PRS;PRF;NEG;POT,0.0,3.506451612903225e-05,e i̯ l i e̯ n eˣ t ɑ r k o i̯ t e tː uˣ,3,V,PASS,PRS,PRF,NEG,POT,,,,
tarkoittaa,tarkoittaa,V;NFIN;ACT+PASS,0.001822,3.506451612903225e-05,t ɑ r k o i̯ tː ɑːˣ,0,V,NFIN,ACT+PASS,,,,,,,
tarkoittaa,tarkoittaakseen,V;NFIN;1;ACT,0.0,3.506451612903225e-05,t ɑ r k o i̯ tː ɑː k s eː n,0,V,NFIN,1,ACT,,,,,,
tarkoittaa,tarkoittaakseen,V;NFIN;1;PASS,0.0,3.506451612903225e-05,t ɑ r k o i̯ tː ɑː k s eː n,0,V,NFIN,1,PASS,,,,,,
tarkoittaa,tarkoittaessa,V;NFIN;2;ACT;IN+ESS,0.0,3.506451612903225e-05,t ɑ r k o i̯ tː ɑ e sː ɑ,4,V,NFIN,2,ACT,IN+ESS,,,,,
tarkoittaa,tarkoitettaessa,V;NFIN;2;PASS;IN+ESS,1e-06,3.506451612903225e-05,t ɑ r k o i̯ t e tː ɑ e sː ɑ,0,V,NFIN,2,PASS,IN+ESS,,,,,
tarkoittaa,tarkoittaen,V;NFIN;2;ACT;INS,3.1e-05,3.506451612903225e-05,t ɑ r k o i̯ tː ɑ e n,4,V,NFIN,2,ACT,INS,,,,,
tarkoittaa,tarkoittamassa,V;NFIN;3;ACT;IN+ESS,1.1e-05,3.506451612903225e-05,t ɑ r k o i̯ tː ɑ m ɑ sː ɑ,4,V,NFIN,3,ACT,IN+ESS,,,,,
tarkoittaa,tarkoittamasta,V;NFIN;3;ACT;IN+ABL,6e-06,3.506451612903225e-05,t ɑ r k o i̯ tː ɑ m ɑ s t ɑ,2,V,NFIN,3,ACT,IN+ABL,,,,,
tarkoittaa,tarkoittamaan,V;NFIN;3;ACT;IN+ALL,2.4e-05,3.506451612903225e-05,t ɑ r k o i̯ tː ɑ m ɑː n,4,V,NFIN,3,ACT,IN+ALL,,,,,
tarkoittaa,tarkoittamalla,V;NFIN;3;ACT;AT+ESS,1.8e-05,3.506451612903225e-05,t ɑ r k o i̯ tː ɑ m ɑ lː ɑ,0,V,NFIN,3,ACT,AT+ESS,,,,,
tarkoittaa,tarkoittamatta,V;NFIN;3;ACT;PRIV,2e-06,3.506451612903225e-05,t ɑ r k o i̯ tː ɑ m ɑ tː ɑ,2,V,NFIN,3,ACT,PRIV,,,,,
tarkoittaa,tarkoittaman,V;NFIN;3;ACT;INS,2.3e-05,3.506451612903225e-05,t ɑ r k o i̯ tː ɑ m ɑ n,4,V,NFIN,3,ACT,INS,,,,,
tarkoittaa,tarkoitettaman,V;NFIN;3;PASS;INS,0.0,3.506451612903225e-05,t ɑ r k o i̯ t e tː ɑ m ɑ n,1,V,NFIN,3,PASS,INS,,,,,
tarkoittaa,tarkoittaminen,V;NFIN;4;ACT;NOM,1e-06,3.506451612903225e-05,t ɑ r k o i̯ tː ɑ m i n e n,3,V,NFIN,4,ACT,NOM,,,,,
tarkoittaa,tarkoittaminen,V;NFIN;4;PASS;NOM,1e-06,3.506451612903225e-05,t ɑ r k o i̯ tː ɑ m i n e n,1,V,NFIN,4,PASS,NOM,,,,,
tarkoittaa,tarkoittamista,V;NFIN;4;ACT;PRT,7e-06,3.506451612903225e-05,t ɑ r k o i̯ tː ɑ m i s t ɑ,4,V,NFIN,4,ACT,PRT,,,,,
tarkoittaa,tarkoittamista,V;NFIN;4;PASS;PRT,7e-06,3.506451612903225e-05,t ɑ r k o i̯ tː ɑ m i s t ɑ,4,V,NFIN,4,PASS,PRT,,,,,
tarkoittaa,tarkoittamaisillaan,V;NFIN;5;ACT,0.0,3.506451612903225e-05,t ɑ r k o i̯ tː ɑ m ɑ i̯ s i lː ɑː n,4,V,NFIN,5,ACT,,,,,,
tarkoittaa,tarkoittamaisillaan,V;NFIN;5;PASS,0.0,3.506451612903225e-05,t ɑ r k o i̯ tː ɑ m ɑ i̯ s i lː ɑː n,2,V,NFIN,5,PASS,,,,,,
tehdä,teen,V;ACT;PRS;POS;IND;1;SG,0.00028,0.0001784967741935,t eː n,1,V,ACT,PRS,POS,IND,1,SG,,,
tehdä,en tee,V;ACT;PRS;NEG;IND;1;SG,0.0,0.0001784967741935,e n t eː,4,V,ACT,PRS,NEG,IND,1,SG,,,
tehdä,olen tehnyt,V;ACT;PRS;PRF;POS;IND;1;SG,0.0,0.0001784967741935,o l e n t e h n y t,3,V,ACT,PRS,PRF,POS,IND,1,SG,,
tehdä,en ole tehnyt,V;ACT;PRS;PRF;NEG;IND;1;SG,0.0,0.0001784967741935,e n o l eˣ t e h n y t,0,V,ACT,PRS,PRF,NEG,IND,1,SG,,
tehdä,teet,V;ACT;PRS;POS;IND;2;SG,0.000221,0.0001784967741935,t eː t,1,V,ACT,PRS,POS,IND,2,SG,,,
tehdä,et tee,V;ACT;PRS;NEG;IND;2;SG,0.0,0.0001784967741935,e t eː,0,V,ACT,PRS,NEG,IND,2,SG,,,
tehdä,olet tehnyt,V;ACT;PRS;PRF;POS;IND;2;SG,0.0,0.0001784967741935,o l e t t e h n y t,1,V,ACT,PRS,PRF,POS,IND,2,SG,,
tehdä,et ole tehnyt,V;ACT;PRS;PRF;NEG;IND;2;SG,0.0,0.0001784967741935,e t o l eˣ t e h n y t,4,V,ACT,PRS,PRF,NEG,IND,2,SG,,
tehdä,tekee,V;ACT;PRS;POS;IND;3;SG,0.00305,0.0001784967741935,t e k eː,4,V,ACT,PRS,POS,IND,3,SG,,,
tehdä,ei tee,V;ACT;PRS;NEG;IND;3;SG,0.0,0.0001784967741935,e i̯ t eː,2,V,ACT,PRS,NEG,IND,3,SG,,,
tehdä,on tehnyt,V;ACT;PRS;PRF;POS;IND;3;SG,0.0,0.0001784967741935,o n t e h n y t,3,V,ACT,PRS,PRF,POS,IND,3,SG,,
tehdä,ei ole tehnyt,V;ACT;PRS;PRF;NEG;IND;3;SG,0.0,0.0001784967741935,e i̯ o l eˣ t e h n y t,2,V,ACT,PRS,PRF,NEG,IND,3,SG,,
tehdä,teemme,V;ACT;PRS;POS;IND;1;PL,0.000388,0.0001784967741935,t eː mː e,4,V,ACT,PRS,POS,IND,1,PL,,,
tehdä,emme tee,V;ACT;PRS;NEG;IND;1;PL,0.0,0.0001784967741935,e mː eˣ t eː,3,V,ACT,PRS,NEG,IND,1,PL,,,
tehdä,olemme tehneet,V;ACT;PRS;PRF;POS;IND;1;PL,0.0,0.0001784967741935,o l e mː eˣ t e h n eː t,1,V,ACT,PRS,PRF,POS,IND,1,PL,,
tehdä,emme ole tehneet,V;ACT;PRS;PRF;NEG;IND;1;PL,0.0,0.0001784967741935,e mː e o l eˣ t e h n eː t,0,V,ACT,PRS,PRF,NEG,IND,1,PL,,
tehdä,teette,V;ACT;PRS;POS;IND;2;PL,2.8e-05,0.0001784967741935,t eː tː e,4,V,ACT,PRS,POS,IND,2,PL,,,
tehdä,ette tee,V;ACT;PRS;NEG;IND;2;PL,0.0,0.0001784967741935,e tː e t eː,2,V,ACT,PRS,NEG,IND,2,PL,,,
tehdä,olette tehneet,V;ACT;PRS;PRF;POS;IND;2;PL,0.0,0.0001784967741935,o l e tː e t e h n eː t,2,V,ACT,PRS,PRF,POS,IND,2,PL,,
tehdä,ette ole tehneet,V;ACT;PRS;PRF;NEG;IND;2;PL,0.0,0.0001784967741935,e tː e o l eˣ t e h n eː t,3,V,ACT,PRS,PRF,NEG,IND,2,PL,,
tehdä,tekevät,V;ACT;PRS;POS;IND;3;PL,0.001265,0.0001784967741935,t e k e ʋ æ t,4,V,ACT,PRS,POS,IND,3,PL,,,
tehdä,eivät tee,V;ACT;PRS;NEG;IND;3;PL,0.0,0.0001784967741935,e i̯ ʋ æ t t eː,3,V,ACT,PRS,NEG,IND,3,PL,,,
tehdä,ovat tehneet,V;ACT;PRS;PRF;POS;IND;3;PL,0.0,0.0001784967741935,o ʋ ɑ t t e h n eː t,4,V,ACT,PRS,PRF,POS,IND,3,PL,,
tehdä,eivät ole tehneet,V;ACT;PRS;PRF;NEG;IND;3;PL,0.0,0.0001784967741935,e i̯ ʋ æ t o l eˣ t e h n eː t,4,V,ACT,PRS,PRF,NEG,IND,3,PL,,
tehdä,tehdään,V;PASS;PRS;POS;IND,0.004353,0.0001784967741935,t e h d æː n,3,V,PASS,PRS,POS,IND,,,,,
tehdä,ei tehdä,V;PASS;PRS;NEG;IND,0.0,0.0001784967741935,e i̯ t e h d æˣ,0,V,PASS,PRS,NEG,IND,,,,,
tehdä,on tehty,V;PASS;PRS;PRF;POS;IND,0.0,0.0001784967741935,o n t e h t yˣ,4,V,PASS,PRS,PRF,POS,IND,,,,
tehdä,ei ole tehty,V;PASS;PRS;PRF;NEG;IND,0.0,0.0001784967741935,e i̯ o l eˣ t e h t yˣ,0,V,PASS,PRS,PRF,NEG,IND,,,,
tehdä,tein,V;ACT;PST;POS;IND;1;SG,0.00012,0.0001784967741935,t e i̯ n,4,V,ACT,PST,POS,IND,1,SG,,,
tehdä,en tehnyt,V;ACT;PST;NEG;IND;1;SG,0.0,0.0001784967741935,e n,0,V,ACT,PST,NEG,IND,1,SG,,,
tehdä,olin tehnyt,V;ACT;PST;PRF;POS;IND;1;SG,0.0,0.0001784967741935,o l i n t e h n y t,4,V,ACT,PST,PRF,POS,IND,1,SG,,
tehdä,en ollut tehnyt,V;ACT;PST;PRF;NEG;IND;1;SG,0.0,0.0001784967741935,e n o lː u t t e h n y t,2,V,ACT,PST,PRF,NEG,IND,1,SG,,
tehdä,teit,V;ACT;PST;POS;IND;2;SG,2e-05,0.0001784967741935,t e i̯ t,2,V,ACT,PST,POS,IND,2,SG,,,
tehdä,et tehnyt,V;ACT;PST;NEG;IND;2;SG,0.0,0.0001784967741935,e t e h n y t,0,V,ACT,PST,NEG,IND,2,SG,,,
tehdä,olit tehnyt,V;ACT;PST;PRF;POS;IND;2;SG,0.0,0.0001784967741935,o l i t t e h n y t,0,V,ACT,PST,PRF,POS,IND,2,SG,,
tehdä,et ollut tehnyt,V;ACT;PST;PRF;NEG;IND;2;SG,0.0,0.0001784967741935,e t o lː u t t e h n y t,0,V,ACT,PST,PRF,NEG,IND,2,SG,,
tehdä,teki,V;ACT;PST;POS;IND;3;SG,0.001809,0.0001784967741935,t e k i,2,V,ACT,PST,POS,IND,3,SG,,,
tehdä,ei tehnyt,V;ACT;PST;NEG;IND;3;SG,0.0,0.0001784967741935,e i̯ t e h n y t,1,V,ACT,PST,NEG,IND,3,SG,,,
tehdä,oli tehnyt,V;ACT;PST;PRF;POS;IND;3;SG,0.0,0.0001784967741935,o l i t e h n y t,0,V,ACT,PST,PRF,POS,IND,3,SG,,
tehdä,ei ollut tehnyt,V;ACT;PST;PRF;NEG;IND;3;SG,0.0,0.0001784967741935,e i̯ o lː u t t e h n y t,2,V,ACT,PST,PRF,NEG,IND,3,SG,,
tehdä,teimme,V;ACT;PST;POS;IND;1;PL,8.2e-05,0.0001784967741935,t e i̯ mː eˣ,0,V,ACT,PST,POS,IND,1,PL,,,
tehdä,emme tehneet,V;ACT;PST;NEG;IND;1;PL,0.0,0.0001784967741935,e mː eˣ t e h n eː t,3,V,ACT,PST,NEG,IND,1,PL,,,
tehdä,olimme tehneet,V;ACT;PST;PRF;POS;IND;1;PL,0.0,0.0001784967741935,o l i mː eˣ t e h n eː t,2,V,ACT,PST,PRF,POS,IND,1,PL,,
tehdä,emme olleet tehneet,V;ACT;PST;PRF;NEG;IND;1;PL,0.0,0.0001784967741935,e mː e o lː eː t t e h n eː t,3,V,ACT,PST,PRF,NEG,IND,1,PL,,
tehdä,teitte,V;ACT;PST;POS;IND;2;PL,9e-06,0.0001784967741935,t e i̯ tː e,2,V,ACT,PST,POS,IND,2,PL,,,
tehdä,ette tehneet,V;ACT;PST;NEG;IND;2;PL,0.0,0.0001784967741935,e tː e t e h n eː t,4,V,ACT,PST,NEG,IND,2,PL,,,
tehdä,olitte tehneet,V;ACT;PST;PRF;POS;IND;2;PL,0.0,0.0001784967741935,o l i tː eˣ t e h n eː t,1,V,ACT,PST,PRF,POS,IND,2,PL,,
